Unique.ID,Transect distance,Run distance,direction,DateTimeStart,Duration,Decection ,D1,D2,D3,D4
RM-4-4,10,20,1,27-10-2022 12:23:25,9.58,1,27-10-2022 12:23:30,,,
RM-4-4,10,20,2,27-10-2022 12:23:43,10.11,1,27-10-2022 12:23:48,27-10-2022 12:23:50,,
RM-4-4,12,20,1,27-10-2022 12:24:09,9.95,1,27-10-2022 12:24:14,27-10-2022 12:24:17,,
RM-4-4,12,20,2,27-10-2022 12:24:31,10.04,1,27-10-2022 12:24:34,27-10-2022 12:24:36,,
RM-4-4,12,20,1,27-10-2022 12:24:51,9.96,1,27-10-2022 12:24:56,,,
RM-4-4,12,20,2,27-10-2022 12:25:07,9.64,1,27-10-2022 12:25:12,27-10-2022 12:25:15,,
RM-4-4,12,20,1,27-10-2022 12:25:31,9.23,1,27-10-2022 12:25:37,27-10-2022 12:25:39,,
RM-4-4,12,20,2,27-10-2022 12:25:50,9.93,1,27-10-2022 12:25:55,27-10-2022 12:25:57,,
RM-4-4,15,20,1,27-10-2022 12:26:13,10.15,1,27-10-2022 12:26:18,27-10-2022 12:26:20,27-10-2022 12:26:23,
RM-4-4,15,20,2,27-10-2022 12:26:33,9.81,1,27-10-2022 12:26:37,27-10-2022 12:26:41,,
RM-4-4,15,20,1,27-10-2022 12:26:51,10.5,1,27-10-2022 12:26:56,27-10-2022 12:26:58,27-10-2022 12:27:00,
RM-4-4,15,20,2,27-10-2022 12:27:12,9.99,1,27-10-2022 12:27:15,27-10-2022 12:27:17,27-10-2022 12:27:19,
RM-4-4,15,20,1,27-10-2022 12:27:38,9.9,1,27-10-2022 12:27:43,27-10-2022 12:27:46,,
RM-4-4,15,20,2,27-10-2022 12:27:56,9.85,1,27-10-2022 12:28:02,27-10-2022 12:28:05,,
RM-4-4,20,20,1,27-10-2022 12:28:22,11.07,1,27-10-2022 12:28:25,,,
RM-4-4,20,20,2,27-10-2022 12:28:46,11.76,1,27-10-2022 12:28:53,27-10-2022 12:28:55,,
RM-4-4,20,20,1,27-10-2022 12:29:08,11.6,1,27-10-2022 12:29:14,27-10-2022 12:29:16,27-10-2022 12:29:19,
RM-4-4,20,20,2,27-10-2022 12:29:29,11.88,1,27-10-2022 12:29:31,27-10-2022 12:29:35,27-10-2022 12:29:38,
RM-4-4,20,20,1,27-10-2022 12:29:50,11.62,1,27-10-2022 12:29:56,27-10-2022 12:29:58,,
RM-4-4,20,20,2,27-10-2022 12:30:16,11.59,1,27-10-2022 12:30:21,27-10-2022 12:30:24,,
RM-14-3,3,20,1,28-10-2022 10:03:00,9.4,1,28-10-2022 10:03:06,,,
RM-14-3,3,20,2,28-10-2022 10:03:18,10.05,1,28-10-2022 10:03:24,,,
RM-14-3,3,20,1,28-10-2022 10:03:38,10.54,1,28-10-2022 10:03:43,,,
RM-14-3,3,20,2,28-10-2022 10:03:58,9.77,1,28-10-2022 10:04:04,,,
RM-14-3,3,20,1,28-10-2022 10:04:21,10.6,1,28-10-2022 10:04:26,,,
RM-14-3,3,20,2,28-10-2022 10:04:40,10.49,1,28-10-2022 10:04:46,,,
RM-14-3,5,20,1,28-10-2022 10:05:09,9.58,1,28-10-2022 10:05:13,,,
RM-14-3,5,20,2,28-10-2022 10:05:34,9.79,1,28-10-2022 10:05:39,,,
RM-14-3,5,20,1,28-10-2022 10:05:57,9.81,1,28-10-2022 10:06:02,,,
RM-14-3,5,20,2,28-10-2022 10:06:21,9.69,1,28-10-2022 10:06:26,,,
RM-14-3,5,20,1,28-10-2022 10:06:40,9.48,1,28-10-2022 10:06:45,,,
RM-14-3,5,20,2,28-10-2022 10:06:59,10.32,1,28-10-2022 10:07:04,,,
RM-14-3,10,20,1,28-10-2022 10:07:48,11.49,1,28-10-2022 10:07:53,28-10-2022 10:07:56,,
RM-14-3,10,20,2,28-10-2022 10:08:08,11.77,1,28-10-2022 10:08:14,28-10-2022 10:08:17,,
RM-14-3,10,20,1,28-10-2022 10:08:32,10.24,1,28-10-2022 10:08:37,28-10-2022 10:08:40,,
RM-14-3,10,20,2,28-10-2022 10:08:53,10.79,1,28-10-2022 10:08:58,28-10-2022 10:09:01,,
RM-14-3,10,20,1,28-10-2022 10:09:15,10.86,1,28-10-2022 10:09:19,28-10-2022 10:09:22,,
RM-14-3,10,20,2,28-10-2022 10:09:37,11.02,1,28-10-2022 10:09:42,28-10-2022 10:09:45,,
RM-14-3,12,20,1,28-10-2022 10:10:06,10.85,1,28-10-2022 10:10:11,28-10-2022 10:10:13,,
RM-14-3,12,20,2,28-10-2022 10:10:26,11.89,1,28-10-2022 10:10:31,28-10-2022 10:10:34,,
RM-14-3,12,20,1,28-10-2022 10:10:45,10.71,0,,,,
RM-14-3,12,20,2,28-10-2022 10:11:10,12.32,1,28-10-2022 10:11:15,28-10-2022 10:11:18,28-10-2022 10:11:20,
RM-14-3,12,20,1,28-10-2022 10:11:34,11.04,1,28-10-2022 10:11:40,28-10-2022 10:11:42,,
RM-14-3,12,20,2,28-10-2022 10:11:58,11.65,1,28-10-2022 10:12:02,28-10-2022 10:12:05,28-10-2022 10:12:07,
RM-14-3,15,20,1,28-10-2022 10:12:15,10.99,0,,,,
RM-14-3,15,20,2,28-10-2022 10:12:51,11.26,1,28-10-2022 10:12:55,28-10-2022 10:12:58,,
RM-14-3,15,20,1,28-10-2022 10:13:02,11.43,0,,,,
RM-14-3,15,20,2,28-10-2022 10:13:25,12.12,0,,,,
RM-14-3,15,20,1,28-10-2022 10:14:00,11.3,1,28-10-2022 10:14:05,28-10-2022 10:14:08,,
RM-14-3,15,20,2,28-10-2022 10:14:13,11.59,0,,,,
RM-14-3,20,20,1,28-10-2022 10:14:27,9.2,0,,,,
RM-14-3,20,20,2,28-10-2022 10:14:38,10.73,0,,,,
RM-14-3,20,20,1,28-10-2022 10:14:51,10.62,0,,,,
RM-14-3,20,20,2,28-10-2022 10:15:03,11.15,0,,,,
RM-14-3,20,20,1,28-10-2022 10:15:17,10.26,0,,,,
RM-14-3,20,20,2,28-10-2022 10:15:29,10.37,0,,,,
RM-14-2,3,20,1,28-10-2022 10:55:42,10.31,0,,,,
RM-14-2,3,20,2,28-10-2022 10:56:06,11.11,1,28-10-2022 10:56:13,,,
RM-14-2,3,20,1,28-10-2022 10:56:26,11,1,28-10-2022 10:56:32,,,
RM-14-2,3,20,2,28-10-2022 10:56:48,11.18,1,28-10-2022 10:56:53,,,
RM-14-2,3,20,1,28-10-2022 10:57:07,11.03,1,28-10-2022 10:57:14,,,
RM-14-2,3,20,2,28-10-2022 10:57:26,11.01,1,28-10-2022 10:57:35,,,
RM-14-2,5,20,1,28-10-2022 10:57:57,11.74,1,28-10-2022 10:58:03,,,
RM-14-2,5,20,2,28-10-2022 10:58:18,12.03,1,28-10-2022 10:58:25,,,
RM-14-2,5,20,1,28-10-2022 10:58:41,10.93,0,,,,
RM-14-2,5,20,2,28-10-2022 10:59:06,11.83,1,28-10-2022 10:59:10,,,
RM-14-2,5,20,1,28-10-2022 10:59:27,11.15,1,28-10-2022 10:59:33,,,
RM-14-2,5,20,2,28-10-2022 10:59:49,11.4,1,28-10-2022 10:59:54,,,
RM-14-2,10,20,1,28-10-2022 11:00:23,12.06,1,28-10-2022 11:00:31,,,
RM-14-2,10,20,2,28-10-2022 11:00:46,11.37,1,28-10-2022 11:00:53,,,
RM-14-2,10,20,1,28-10-2022 11:01:08,11.1,1,28-10-2022 11:01:12,,,
RM-14-2,10,20,2,28-10-2022 11:01:28,11.31,1,28-10-2022 11:01:35,,,
RM-14-2,10,20,1,28-10-2022 11:01:48,11.13,1,28-10-2022 11:01:54,,,
RM-14-2,10,20,2,28-10-2022 11:02:12,11.01,1,28-10-2022 11:02:15,28-10-2022 11:02:18,,
RM-14-2,12,20,1,28-10-2022 11:02:39,11.39,1,28-10-2022 11:02:48,,,
RM-14-2,12,20,2,28-10-2022 11:02:59,11.46,1,28-10-2022 11:03:05,28-10-2022 11:03:08,,
RM-14-2,12,20,1,28-10-2022 11:03:20,11.44,1,28-10-2022 11:03:26,28-10-2022 11:03:29,,
RM-14-2,12,20,2,28-10-2022 11:03:43,11.12,1,28-10-2022 11:03:46,,,
RM-14-2,12,20,1,28-10-2022 11:04:02,11.71,1,28-10-2022 11:04:10,28-10-2022 11:04:13,,
RM-14-2,12,20,2,28-10-2022 11:04:25,11.04,1,28-10-2022 11:04:29,28-10-2022 11:04:31,,
RM-14-2,15,20,1,28-10-2022 11:05:02,11.45,1,28-10-2022 11:05:06,28-10-2022 11:05:09,,
RM-14-2,15,20,2,28-10-2022 11:05:21,11.15,1,28-10-2022 11:05:24,,,
RM-14-2,15,20,1,28-10-2022 11:05:41,11.55,1,28-10-2022 11:05:47,28-10-2022 11:05:51,,
RM-14-2,15,20,2,28-10-2022 11:06:04,12.23,1,28-10-2022 11:06:07,,,
RM-14-2,15,20,1,28-10-2022 11:06:25,11.85,1,28-10-2022 11:06:32,28-10-2022 11:06:35,,
RM-14-2,15,20,2,28-10-2022 11:06:40,10.74,0,,,,
RM-14-2,20,20,1,28-10-2022 11:07:17,10.52,1,28-10-2022 11:07:23,,,
RM-14-2,20,20,2,28-10-2022 11:07:39,10.85,1,28-10-2022 11:07:47,,,
RM-14-2,20,20,1,28-10-2022 11:08:02,10.94,1,28-10-2022 11:08:07,28-10-2022 11:08:10,,
RM-14-2,20,20,2,28-10-2022 11:08:22,10.69,1,28-10-2022 11:08:26,,,
RM-14-2,20,20,1,28-10-2022 11:08:45,9.88,1,28-10-2022 11:08:50,,,
RM-14-2,20,20,2,28-10-2022 11:09:07,10.73,1,28-10-2022 11:09:11,28-10-2022 11:09:14,,
RM-14-1,3,20,1,28-10-2022 11:27:19,11.12,1,28-10-2022 11:27:24,,,
RM-14-1,3,20,2,28-10-2022 11:27:36,11.34,1,28-10-2022 11:27:42,,,
RM-14-1,3,20,1,28-10-2022 11:27:50,12.05,0,,,,
RM-14-1,3,20,2,28-10-2022 11:28:22,11.39,1,28-10-2022 11:28:27,,,
RM-14-1,3,20,1,28-10-2022 11:28:45,11.88,1,28-10-2022 11:28:50,,,
RM-14-1,3,20,2,28-10-2022 11:29:00,11.37,0,,,,
RM-14-1,5,20,1,28-10-2022 11:29:32,10.39,1,28-10-2022 11:29:37,,,
RM-14-1,5,20,2,28-10-2022 11:29:52,10.9,1,28-10-2022 11:29:58,,,
RM-14-1,5,20,1,28-10-2022 11:30:15,11.11,1,28-10-2022 11:30:20,,,
RM-14-1,5,20,2,28-10-2022 11:30:30,11.18,0,,,,
RM-14-1,5,20,1,28-10-2022 11:31:00,10.91,1,28-10-2022 11:31:07,,,
RM-14-1,5,20,2,28-10-2022 11:31:19,11.59,1,28-10-2022 11:31:27,,,
RM-14-4,3,20,1,28-10-2022 12:10:58,9.35,1,28-10-2022 12:11:04,,,
RM-14-4,3,20,2,28-10-2022 12:11:18,11.57,1,28-10-2022 12:11:24,,,
RM-14-4,3,20,1,28-10-2022 12:11:40,10.49,1,28-10-2022 12:11:45,,,
RM-14-4,3,20,2,28-10-2022 12:12:00,10.52,1,28-10-2022 12:12:07,,,
RM-14-4,3,20,1,28-10-2022 12:12:20,10.19,1,28-10-2022 12:12:26,,,
RM-14-4,3,20,2,28-10-2022 12:12:43,10.54,1,28-10-2022 12:12:47,,,
RM-14-4,5,20,1,28-10-2022 12:13:06,10.6,1,28-10-2022 12:13:11,28-10-2022 12:13:13,,
RM-14-4,5,20,2,28-10-2022 12:13:26,10.82,1,28-10-2022 12:13:32,,,
RM-14-4,5,20,1,28-10-2022 12:13:48,10.42,1,28-10-2022 12:13:54,,,
RM-14-4,5,20,2,28-10-2022 12:14:09,10.5,1,28-10-2022 12:14:13,28-10-2022 12:14:15,,
RM-14-4,5,20,1,28-10-2022 12:14:29,11.3,1,28-10-2022 12:14:35,,,
RM-14-4,5,20,2,28-10-2022 12:14:52,10.79,1,28-10-2022 12:14:56,28-10-2022 12:14:58,,
RM-14-4,10,20,1,28-10-2022 12:15:26,10.71,1,28-10-2022 12:15:33,,,
RM-14-4,10,20,2,28-10-2022 12:15:47,10.79,1,28-10-2022 12:15:50,,,
RM-14-4,10,20,1,28-10-2022 12:16:13,11.21,1,28-10-2022 12:16:18,,,
RM-14-4,10,20,2,28-10-2022 12:16:33,11.28,1,28-10-2022 12:16:40,,,
RM-14-4,10,20,1,28-10-2022 12:16:57,11.83,1,28-10-2022 12:17:05,,,
RM-14-4,10,20,2,28-10-2022 12:17:20,10.4,1,28-10-2022 12:17:24,28-10-2022 12:17:28,,
RM-14-4,12,20,1,28-10-2022 12:17:12,10.25,1,28-10-2022 12:17:18,,,
RM-14-4,12,20,2,28-10-2022 12:18:14,10.5,1,28-10-2022 12:18:17,28-10-2022 12:18:19,28-10-2022 12:18:21,
RM-14-4,12,20,1,28-10-2022 12:18:34,10.65,1,28-10-2022 12:18:38,28-10-2022 12:18:42,,
RM-14-4,12,20,2,28-10-2022 12:18:54,10,1,28-10-2022 12:18:57,28-10-2022 12:18:59,,
RM-14-4,12,20,1,28-10-2022 12:19:16,10.05,1,28-10-2022 12:19:20,,,
RM-14-4,12,20,2,28-10-2022 12:19:32,10.23,1,28-10-2022 12:19:37,,,
RM-14-4,15,20,1,28-10-2022 12:19:55,9.86,1,28-10-2022 12:20:01,28-10-2022 12:20:04,,
RM-14-4,15,20,2,28-10-2022 12:20:16,9.8,1,28-10-2022 12:20:21,,,
RM-14-4,15,20,1,28-10-2022 12:20:41,9.52,1,28-10-2022 12:20:46,28-10-2022 12:20:49,,
RM-14-4,15,20,2,28-10-2022 12:21:01,9.55,1,28-10-2022 12:21:04,,,
RM-14-4,15,20,1,28-10-2022 12:21:10,9.45,0,,,,
RM-14-4,15,20,2,28-10-2022 12:21:40,10.02,1,28-10-2022 12:21:45,,,
RM-14-4,20,20,1,28-10-2022 12:22:03,10.34,1,28-10-2022 12:22:07,28-10-2022 12:22:10,,
RM-14-4,20,20,2,28-10-2022 12:22:24,11.05,1,28-10-2022 12:22:27,,,
RM-14-4,20,20,1,28-10-2022 12:22:44,11.08,1,28-10-2022 12:22:49,28-10-2022 12:22:52,,
RM-14-4,20,20,2,28-10-2022 12:23:00,10.97,0,,,,
RM-14-4,20,20,1,28-10-2022 12:23:20,10.58,0,,,,
RM-14-4,20,20,2,28-10-2022 12:23:49,10.29,1,28-10-2022 12:23:52,,,
RM-6-3,3,20,2,31-10-2022 10:22:50,11.06,1,31-10-2022 10:22:57,,,
RM-6-3,3,20,2,31-10-2022 10:23:31,11.62,1,31-10-2022 10:23:38,,,
RM-6-5,3,20,1,31-10-2022 11:19:41,11.44,1,31-10-2022 11:19:47,,,
RM-6-5,3,20,2,31-10-2022 11:20:03,11.34,1,31-10-2022 11:20:08,,,
RM-6-5,3,20,1,31-10-2022 11:20:23,11.52,1,31-10-2022 11:20:30,,,
RM-6-5,3,20,2,31-10-2022 11:20:44,11.69,1,31-10-2022 11:20:50,,,
RM-6-5,3,20,1,31-10-2022 11:21:15,12.09,1,31-10-2022 11:21:22,,,
RM-6-5,3,20,2,31-10-2022 11:21:26,11.61,1,31-10-2022 11:21:32,,,
RM-6-5,5,20,1,31-10-2022 11:21:52,13.27,1,31-10-2022 11:22:00,,,
RM-6-5,5,20,2,31-10-2022 11:22:16,14.43,1,31-10-2022 11:22:24,,,
RM-6-5,5,20,1,31-10-2022 11:22:42,11.72,1,31-10-2022 11:22:49,,,
RM-6-5,5,20,2,31-10-2022 11:23:05,13.16,1,31-10-2022 11:23:12,31-10-2022 11:23:14,,
RM-6-5,5,20,1,31-10-2022 11:23:30,11.54,1,31-10-2022 11:23:36,,,
RM-6-5,5,20,2,31-10-2022 11:23:52,13.43,1,31-10-2022 11:23:59,,,
RM-6-5,10,20,1,31-10-2022 11:24:35,11.6,0,,,,
RM-6-5,10,20,2,31-10-2022 11:24:56,12.72,1,31-10-2022 11:25:05,,,
RM-6-5,10,20,1,31-10-2022 11:25:20,11.5,0,,,,
RM-6-5,10,20,2,31-10-2022 11:25:41,12.64,1,31-10-2022 11:25:50,,,
RM-6-5,10,20,1,31-10-2022 11:26:00,11.59,0,,,,
RM-6-5,10,20,2,31-10-2022 11:26:27,11.99,1,31-10-2022 11:26:35,,,
RM-6-5,12,20,1,31-10-2022 11:26:41,10.97,0,,,,
RM-6-5,12,20,2,31-10-2022 11:26:54,11.74,0,,,,
RM-6-5,12,20,1,31-10-2022 11:27:08,10.74,0,,,,
RM-6-5,12,20,2,31-10-2022 11:27:20,11.88,0,,,,
RM-6-5,12,20,1,31-10-2022 11:27:34,12.24,0,,,,
RM-6-5,12,20,2,31-10-2022 11:27:49,11.2,0,,,,
RM-6-5,15,20,1,31-10-2022 11:28:02,11.05,0,,,,
RM-6-5,15,20,2,31-10-2022 11:28:15,11.24,0,,,,
RM-6-5,15,20,1,31-10-2022 11:28:28,10.91,0,,,,
RM-6-5,15,20,2,31-10-2022 11:28:41,11.17,0,,,,
RM-6-5,15,20,1,31-10-2022 11:28:54,10.95,0,,,,
RM-6-5,15,20,2,31-10-2022 11:29:07,11.81,0,,,,
RM-6-5,20,20,1,31-10-2022 11:29:21,11.87,0,,,,
RM-6-5,20,20,2,31-10-2022 11:29:35,11.78,0,,,,
RM-6-5,20,20,1,31-10-2022 11:29:49,11.51,0,,,,
RM-6-5,20,20,2,31-10-2022 11:30:02,12.53,0,,,,
RM-6-5,20,20,1,31-10-2022 11:30:17,11.76,0,,,,
RM-6-5,20,20,2,31-10-2022 11:30:30,11.84,0,,,,
RM-6-6,3,20,1,31-10-2022 12:16:02,9.62,1,31-10-2022 12:16:07,,,
RM-6-6,3,20,2,31-10-2022 12:16:21,9.77,1,31-10-2022 12:16:27,,,
RM-6-6,3,20,1,31-10-2022 12:16:35,9.39,0,,,,
RM-6-6,3,20,2,31-10-2022 12:16:50,10.02,0,,,,
RM-6-6,3,20,1,31-10-2022 12:17:21,9.15,1,31-10-2022 12:17:26,,,
RM-6-6,3,20,2,31-10-2022 12:17:39,9.53,1,31-10-2022 12:17:45,,,
RM-6-6,5,20,1,31-10-2022 12:17:50,9.75,0,,,,
RM-6-6,5,20,2,31-10-2022 12:19:05,10.16,0,,,,
RM-6-6,5,20,1,31-10-2022 12:19:43,9.35,1,31-10-2022 12:19:48,,,
RM-6-6,5,20,2,31-10-2022 12:19:55,10.14,0,,,,
RM-6-6,5,20,1,31-10-2022 12:20:10,9.31,0,,,,
RM-6-6,5,20,2,31-10-2022 12:20:25,10.21,0,,,,
RM-6-6,10,20,1,31-10-2022 12:20:40,10.45,1,31-10-2022 12:20:48,,,
RM-6-6,10,20,2,31-10-2022 12:21:00,12.32,1,31-10-2022 12:21:08,31-10-2022 12:21:10,,
RM-6-6,10,20,1,31-10-2022 12:21:25,10.85,1,31-10-2022 12:21:32,,,
RM-6-6,10,20,2,31-10-2022 12:21:46,12.14,1,31-10-2022 12:21:53,,,
RM-6-6,10,20,1,31-10-2022 12:22:12,10.09,0,,,,
RM-6-6,10,20,2,31-10-2022 12:22:32,11.91,0,,,,
RM-6-6,12,20,1,31-10-2022 12:23:00,10.54,1,31-10-2022 12:23:05,31-10-2022 12:23:07,,
RM-6-6,12,20,2,31-10-2022 12:23:20,11.38,1,31-10-2022 12:23:27,,,
RM-6-6,12,20,1,31-10-2022 12:23:41,10.52,1,31-10-2022 12:23:48,,,
RM-6-6,12,20,2,31-10-2022 12:24:11,11.21,1,31-10-2022 12:24:18,31-10-2022 12:24:20,,
RM-6-6,12,20,1,31-10-2022 12:24:32,10.33,1,31-10-2022 12:24:37,31-10-2022 12:24:39,,
RM-6-6,12,20,2,31-10-2022 12:24:51,11.39,1,31-10-2022 12:24:59,31-10-2022 12:25:01,,
RM-6-6,15,20,1,31-10-2022 12:25:21,11.02,1,31-10-2022 12:25:29,,,
RM-6-6,15,20,2,31-10-2022 12:25:42,10.97,1,31-10-2022 12:25:49,,,
RM-6-6,15,20,1,31-10-2022 12:26:04,10.7,1,31-10-2022 12:26:12,,,
RM-6-6,15,20,2,31-10-2022 12:26:24,10.97,1,31-10-2022 12:26:31,,,
RM-6-6,15,20,1,31-10-2022 12:26:45,10.6,1,31-10-2022 12:26:53,,,
RM-6-6,15,20,2,31-10-2022 12:27:00,10.6,0,,,,
RM-6-6,20,20,1,31-10-2022 12:27:34,11.6,0,,,,
RM-6-6,20,20,2,31-10-2022 12:27:48,11.84,0,,,,
RM-6-6,20,20,1,31-10-2022 12:28:01,11.22,0,,,,
RM-6-6,20,20,2,31-10-2022 12:28:15,11.96,0,,,,
RM-6-6,20,20,1,31-10-2022 12:28:29,11.42,0,,,,
RM-6-6,20,20,2,31-10-2022 12:28:42,10.65,0,,,,