unique.id,x.distance,run.dist,direction,datetime,duration,detection,detection.1,datetime.1,detection.2,datetime.2,detection.3,datetime.3,detection.4,datetime.4
RM-14-9,20,20,,25-03-2022 11:13:00,10.54,1,11:13:09,25-03-2022 11:13:09,,,,,,
RM-14-9,20,20,2,25-03-2022 11:14:00,10.28,1,11:14:06,25-03-2022 11:14:06,,,,,,
RM-14-7,3,20,,25-03-2022 12:56:00,9.22,1,12:56:07,25-03-2022 12:56:07,,,,,,
RM-14-7,3,20,2,25-03-2022 12:57:00,9.79,1,12:57:07,25-03-2022 12:57:07,,,,,,
RM-14-7,3,20,,25-03-2022 12:58:00,10.36,1,12:58:05,25-03-2022 12:58:05,,,,,,
RM-14-7,3,20,2,25-03-2022 12:59:00,8.66,1,12:59:07,25-03-2022 12:59:07,,,,,,
RM-14-7,3,20,,25-03-2022 13:00:00,9.5,0,,,,,,,,
RM-14-7,3,20,2,25-03-2022 13:01:00,8.87,1,13:01:05,25-03-2022 13:01:05,,,,,,
RM-14-7,5,20,,25-03-2022 13:02:00,11.3,1,13:02:06,25-03-2022 13:02:06,13:02:08,25-03-2022 13:02:08,,,,
RM-14-7,5,20,2,25-03-2022 13:03:00,10.33,1,13:03:06,25-03-2022 13:03:06,,,,,,
RM-14-7,5,20,,25-03-2022 13:04:00,10.33,1,13:04:07,25-03-2022 13:04:07,,,,,,
RM-14-7,5,20,2,25-03-2022 13:05:00,9.93,1,13:05:05,25-03-2022 13:05:05,13:05:06,25-03-2022 13:05:06,,,,
RM-14-7,5,20,,25-03-2022 13:06:00,10.23,1,13:06:05,25-03-2022 13:06:05,,,,,,
RM-14-7,5,20,2,25-03-2022 13:07:00,9.84,1,13:07:06,25-03-2022 13:07:06,,,,,,
RM-14-7,10,20,,25-03-2022 13:08:00,10.52,1,13:08:04,25-03-2022 13:08:04,13:08:06,25-03-2022 13:08:06,,,,
RM-14-7,10,20,2,25-03-2022 13:09:00,9.42,1,13:09:06,25-03-2022 13:09:06,13:09:08,25-03-2022 13:09:08,,,,
RM-14-7,10,20,,25-03-2022 13:10:00,10.49,1,13:10:04,25-03-2022 13:10:04,13:10:06,25-03-2022 13:10:06,,,,
RM-14-7,10,20,2,25-03-2022 13:11:00,9.46,1,13:11:07,25-03-2022 13:11:07,13:11:09,25-03-2022 13:11:09,,,,
RM-14-7,10,20,,25-03-2022 13:12:00,10.84,1,13:12:04,25-03-2022 13:12:04,13:12:06,25-03-2022 13:12:06,,,,
RM-14-7,10,20,2,25-03-2022 13:13:00,10.05,1,13:13:05,25-03-2022 13:13:05,13:13:09,25-03-2022 13:13:09,,,,
RM-14-7,12,20,,25-03-2022 13:14:00,10.79,1,13:14:04,25-03-2022 13:14:04,13:14:06,25-03-2022 13:14:06,,,,
RM-14-7,12,20,2,25-03-2022 13:15:00,10.77,1,13:15:06,25-03-2022 13:15:06,13:15:08,25-03-2022 13:15:08,,,,
RM-14-7,12,20,,25-03-2022 13:16:00,11.4,1,13:16:02,25-03-2022 13:16:02,13:16:04,25-03-2022 13:16:04,13:16:06,25-03-2022 13:16:06,,
RM-14-7,12,20,2,25-03-2022 13:17:00,10.72,1,13:17:06,25-03-2022 13:17:06,13:17:08,25-03-2022 13:17:08,,,,
RM-14-7,12,20,,25-03-2022 13:18:00,11.41,1,13:18:05,25-03-2022 13:18:05,13:18:07,25-03-2022 13:18:07,,,,
RM-14-7,12,20,2,25-03-2022 13:19:00,10.98,1,13:19:06,25-03-2022 13:19:06,13:19:08,25-03-2022 13:19:08,13:19:10,25-03-2022 13:19:10,,
RM-14-7,15,20,,25-03-2022 13:20:00,12.38,1,13:20:05,25-03-2022 13:20:05,13:20:07,25-03-2022 13:20:07,13:20:09,25-03-2022 13:20:09,,
RM-14-7,15,20,2,25-03-2022 13:21:00,11.33,1,13:21:06,25-03-2022 13:21:06,13:21:08,25-03-2022 13:21:08,,,,
RM-14-7,15,20,,25-03-2022 13:22:00,12.98,1,13:22:04,25-03-2022 13:22:04,13:22:06,25-03-2022 13:22:06,13:22:08,25-03-2022 13:22:08,13:22:10,25-03-2022 13:22:10
RM-14-7,15,20,2,25-03-2022 13:23:00,10.43,1,13:23:04,25-03-2022 13:23:04,13:23:08,25-03-2022 13:23:08,,,,
RM-14-7,15,20,,25-03-2022 13:24:00,11.75,1,13:24:04,25-03-2022 13:24:04,13:24:06,25-03-2022 13:24:06,13:24:08,25-03-2022 13:24:08,,
RM-14-7,15,20,2,25-03-2022 13:25:00,10.31,1,13:25:05,25-03-2022 13:25:05,,,,,,
RM-14-7,20,20,,25-03-2022 13:26:00,12,1,13:26:07,25-03-2022 13:26:07,13:26:09,25-03-2022 13:26:09,,,,
RM-14-7,20,20,2,25-03-2022 13:27:00,11.28,0,,,,,,,,
RM-14-7,20,20,,25-03-2022 13:28:00,12.29,0,,,,,,,,
RM-14-7,20,20,2,25-03-2022 13:29:00,10.78,0,,,,,,,,
RM-14-7,20,20,,25-03-2022 13:30:00,11.51,0,,,,,,,,
RM-14-7,20,20,2,25-03-2022 13:31:00,11.02,0,,,,,,,,
RM-14-8,3,20,,25-03-2022 14:43:00,10.27,1,14:43:06,25-03-2022 14:43:06,,,,,,
RM-14-8,3,20,2,25-03-2022 14:44:00,10.55,1,14:44:06,25-03-2022 14:44:06,,,,,,
RM-14-8,3,20,,25-03-2022 14:45:00,9.86,1,14:45:07,25-03-2022 14:45:07,,,,,,
RM-14-8,3,20,2,25-03-2022 14:46:00,10.09,0,,,,,,,,
RM-14-8,3,20,,25-03-2022 14:47:00,10.22,1,14:47:06,25-03-2022 14:47:06,,,,,,
RM-14-8,3,20,2,25-03-2022 14:48:00,10.37,1,14:48:07,25-03-2022 14:48:07,,,,,,
RM-14-8,5,20,,25-03-2022 14:49:00,11.41,1,14:49:06,25-03-2022 14:49:06,,,,,,
RM-14-8,5,20,,25-03-2022 14:51:00,11.99,1,14:51:04,25-03-2022 14:51:04,14:51:07,25-03-2022 14:51:07,,,,
RM-14-8,5,20,2,25-03-2022 14:52:00,13.88,1,14:52:10,25-03-2022 14:52:10,,,,,,
RM-14-8,5,20,,25-03-2022 14:53:00,11.1,1,14:53:07,25-03-2022 14:53:07,,,,,,
RM-14-8,5,20,2,25-03-2022 14:54:00,13.44,1,14:54:08,25-03-2022 14:54:08,,,,,,
RM-19-9,3,20,,28-03-2022 10:24:13,15,1,10:24:19,28-03-2022 10:24:19,,,,,,
RM-19-9,3,20,2,28-03-2022 10:24:33,9,0,,,,,,,,
RM-19-9,3,20,,28-03-2022 10:24:57,10,1,10:25:03,28-03-2022 10:25:03,,,,,,
RM-19-9,3,20,2,28-03-2022 10:25:21,11,0,,,,,,,,
RM-19-9,3,20,,28-03-2022 10:25:45,13,1,10:25:49,28-03-2022 10:25:49,,,,,,
RM-19-9,3,20,2,28-03-2022 10:26:02,9,1,10:26:06,28-03-2022 10:26:06,,,,,,
RM-19-9,5,20,,28-03-2022 10:26:18,10,1,10:26:22,28-03-2022 10:26:22,,,,,,
RM-19-9,5,20,2,28-03-2022 10:26:38,9,1,10:26:41,28-03-2022 10:26:41,,,,,,
RM-19-9,5,20,,28-03-2022 10:26:53,11,1,10:26:57,28-03-2022 10:26:57,,,,,,
RM-19-9,5,20,2,28-03-2022 10:27:12,10,1,10:27:16,28-03-2022 10:27:16,,,,,,
RM-19-9,10,20,,28-03-2022 10:27:47,11,1,10:27:53,28-03-2022 10:27:53,,,,,,
RM-19-9,10,20,2,28-03-2022 10:28:07,10,1,10:28:11,28-03-2022 10:28:11,,,,,,
RM-19-9,10,20,,28-03-2022 10:28:27,10,1,10:28:33,28-03-2022 10:28:33,,,,,,
RM-19-9,10,20,2,28-03-2022 10:28:42,10,1,10:28:46,28-03-2022 10:28:46,,,,,,
RM-19-9,10,20,,28-03-2022 10:28:57,10,1,10:29:03,28-03-2022 10:29:03,,,,,,
RM-19-9,10,20,2,28-03-2022 10:29:13,11,1,10:29:16,28-03-2022 10:29:16,,,,,,
RM-19-9,12,20,,28-03-2022 10:29:57,10,1,10:30:03,28-03-2022 10:30:03,,,,,,
RM-19-9,12,20,2,28-03-2022 10:30:13,10,1,10:30:16,28-03-2022 10:30:16,,,,,,
RM-19-9,12,20,,28-03-2022 10:30:28,10,1,10:30:32,28-03-2022 10:30:32,,,,,,
RM-19-9,12,20,2,28-03-2022 10:30:42,10,1,10:30:47,28-03-2022 10:30:47,,,,,,
RM-19-9,12,20,,28-03-2022 10:30:57,10,1,10:31:02,28-03-2022 10:31:02,,,,,,
RM-19-9,12,20,2,28-03-2022 10:31:12,10,1,10:31:16,28-03-2022 10:31:16,,,,,,
RM-19-9,15,20,,28-03-2022 10:32:27,10,1,10:32:34,28-03-2022 10:32:34,,,,,,
RM-19-9,15,20,2,28-03-2022 10:32:47,10,1,10:32:52,28-03-2022 10:32:52,,,,,,
RM-19-9,15,20,,28-03-2022 10:33:08,9,1,10:33:12,28-03-2022 10:33:12,,,,,,
RM-19-9,15,20,2,28-03-2022 10:33:28,10,1,10:33:32,28-03-2022 10:33:32,,,,,,
RM-19-9,15,20,,28-03-2022 10:33:43,10,1,10:33:48,28-03-2022 10:33:48,,,,,,
RM-19-9,15,20,2,28-03-2022 10:33:57,10,1,10:34:02,28-03-2022 10:34:02,,,,,,
RM-19-6,3,20,2,28-03-2022 10:47:30,7,1,10:47:32,28-03-2022 10:47:32,,,,,,
RM-19-6,3,20,2,28-03-2022 10:48:58,8,1,10:49:01,28-03-2022 10:49:01,,,,,,
RM-19-6,3,20,,28-03-2022 10:49:19,8,1,10:49:23,28-03-2022 10:49:23,,,,,,
RM-19-6,3,20,2,28-03-2022 10:49:32,8,1,10:49:34,28-03-2022 10:49:34,,,,,,
RM-19-6,5,20,,28-03-2022 10:49:58,8,1,10:50:02,28-03-2022 10:50:02,,,,,,
RM-19-6,5,20,2,28-03-2022 10:50:11,9,1,10:50:14,28-03-2022 10:50:14,,,,,,
RM-19-6,5,20,2,28-03-2022 10:50:44,10,1,10:50:48,28-03-2022 10:50:48,10:50:50,28-03-2022 10:50:50,,,,
RM-19-6,5,20,2,28-03-2022 10:51:09,10,1,10:51:13,28-03-2022 10:51:13,,,,,,
RM-19-6,10,20,,28-03-2022 10:51:36,10,1,10:51:38,28-03-2022 10:51:38,10:51:39,28-03-2022 10:51:39,10:51:41,28-03-2022 10:51:41,,
RM-19-6,10,20,2,28-03-2022 10:51:49,10,1,10:51:51,28-03-2022 10:51:51,10:51:53,28-03-2022 10:51:53,10:51:54,28-03-2022 10:51:54,,
RM-19-6,10,20,,28-03-2022 10:52:06,10,1,10:52:08,28-03-2022 10:52:08,10:52:10,28-03-2022 10:52:10,10:52:12,28-03-2022 10:52:12,,
RM-19-6,10,20,2,28-03-2022 10:52:19,10,1,10:52:21,28-03-2022 10:52:21,10:52:23,28-03-2022 10:52:23,10:52:24,28-03-2022 10:52:24,,
RM-19-6,10,20,,28-03-2022 10:52:36,10,1,10:52:38,28-03-2022 10:52:38,10:52:40,28-03-2022 10:52:40,10:52:41,28-03-2022 10:52:41,,
RM-19-6,10,20,2,28-03-2022 10:52:49,10,1,10:52:50,28-03-2022 10:52:50,10:52:52,28-03-2022 10:52:52,,,,
RM-19-6,12,20,2,28-03-2022 10:53:36,13,1,10:53:40,28-03-2022 10:53:40,10:53:42,28-03-2022 10:53:42,10:53:44,28-03-2022 10:53:44,10:53:46,28-03-2022 10:53:46
RM-19-6,12,20,,28-03-2022 10:54:01,13,1,10:54:08,28-03-2022 10:54:08,10:54:09,28-03-2022 10:54:09,,,,
RM-19-6,12,20,2,28-03-2022 10:54:15,13,1,10:54:22,28-03-2022 10:54:22,10:54:24,28-03-2022 10:54:24,,,,
RM-19-6,12,20,,28-03-2022 10:54:41,12,1,10:54:45,28-03-2022 10:54:45,10:54:46,28-03-2022 10:54:46,10:54:48,28-03-2022 10:54:48,,
RM-19-6,12,20,2,28-03-2022 10:54:58,12,1,10:55:00,28-03-2022 10:55:00,10:55:02,28-03-2022 10:55:02,10:55:04,28-03-2022 10:55:04,10:55:05,28-03-2022 10:55:05
RM-19-6,15,20,,28-03-2022 10:55:29,11,1,10:55:34,28-03-2022 10:55:34,10:55:37,28-03-2022 10:55:37,10:55:39,28-03-2022 10:55:39,,
RM-19-6,15,20,2,28-03-2022 10:55:49,11,1,10:55:51,28-03-2022 10:55:51,10:55:53,28-03-2022 10:55:53,10:55:54,28-03-2022 10:55:54,,
RM-19-6,15,20,,28-03-2022 10:56:09,11,1,10:56:17,28-03-2022 10:56:17,,,,,,
RM-19-6,15,20,2,28-03-2022 10:56:24,10,1,10:56:31,28-03-2022 10:56:31,10:56:33,28-03-2022 10:56:33,,,,
RM-19-4,3,20,,28-03-2022 11:24:38,11,1,11:24:43,28-03-2022 11:24:43,,,,,,
RM-19-4,3,20,,28-03-2022 11:25:10,12,1,11:25:14,28-03-2022 11:25:14,11:25:16,28-03-2022 11:25:16,,,,
RM-19-4,5,20,,28-03-2022 11:26:40,13,1,11:26:45,28-03-2022 11:26:45,11:26:47,28-03-2022 11:26:47,,,,
RM-19-4,5,20,2,28-03-2022 11:27:40,14,1,11:27:44,28-03-2022 11:27:44,11:27:46,28-03-2022 11:27:46,,,,
RM-19-4,5,20,,28-03-2022 11:27:58,14,1,11:28:05,28-03-2022 11:28:05,11:28:07,28-03-2022 11:28:07,,,,
RM-19-4,5,20,2,28-03-2022 11:28:20,14,1,11:28:24,28-03-2022 11:28:24,11:28:26,28-03-2022 11:28:26,,,,
RM-19-4,12,20,2,28-03-2022 11:30:10,13,1,11:30:12,28-03-2022 11:30:12,11:30:14,28-03-2022 11:30:14,11:30,28-03-2022 11:30:16,,
RM-19-4,12,20,,28-03-2022 11:30:30,14,1,11:30:35,28-03-2022 11:30:35,11:30:37,28-03-2022 11:30:37,11:30:39,28-03-2022 11:30:39,,
RM-19-4,12,20,2,28-03-2022 11:30:50,13,1,11:30:53,28-03-2022 11:30:53,11:30:55,28-03-2022 11:30:55,11:30:57,28-03-2022 11:30:57,,
RM-19-4,10,20,,28-03-2022 11:31:38,14,1,11:31,28-03-2022 11:31:42,11:31:45,28-03-2022 11:31:45,11:31:47,28-03-2022 11:31:47,,
RM-19-4,10,20,2,28-03-2022 11:31:58,14,1,11:32:04,28-03-2022 11:32:04,11:32:06,28-03-2022 11:32:06,11:32:08,28-03-2022 11:32:08,,
RM-19-4,10,20,2,28-03-2022 11:32:48,15,1,11:32:53,28-03-2022 11:32:53,11:32:55,28-03-2022 11:32:55,11:32:57,28-03-2022 11:32:57,,
RM-19-4,10,20,,28-03-2022 11:33:13,15,1,11:33:20,28-03-2022 11:33:20,11:33:22,28-03-2022 11:33:22,11:33:24,28-03-2022 11:33:24,,
RM-19-4,10,20,2,28-03-2022 11:33:40,15,1,11:33:44,28-03-2022 11:33:44,11:33:46,28-03-2022 11:33:46,,,,
RM-19-4,15,20,,28-03-2022 11:34:13,14,1,11:34:20,28-03-2022 11:34:20,11:34:25,28-03-2022 11:34:25,,,,
RM-19-4,15,20,2,28-03-2022 11:35:23,14,1,11:35:27,28-03-2022 11:35:27,,,,,,
RM-4-9,3,20,,29-03-2022 08:26:37,11,1,8:26:42,29-03-2022 08:26:42,,,,,,
RM-4-9,3,20,2,29-03-2022 08:26:57,13,1,8:27:03,29-03-2022 08:27:03,,,,,,
RM-4-9,3,20,,29-03-2022 08:27:17,12,1,8:27:22,29-03-2022 08:27:22,,,,,,
RM-4-9,3,20,2,29-03-2022 08:28:07,12,1,8:28:12,29-03-2022 08:28:12,,,,,,
RM-4-9,5,20,,29-03-2022 08:29:32,10,1,8:29:38,29-03-2022 08:29:38,,,,,,
RM-4-9,5,20,2,29-03-2022 08:29:52,11,1,8:29:56,29-03-2022 08:29:56,,,,,,
RM-4-9,5,20,,29-03-2022 08:30:07,11,1,8:30:12,29-03-2022 08:30:12,,,,,,
RM-4-9,5,20,2,29-03-2022 08:30:27,11,1,8:30:32,29-03-2022 08:30:32,,,,,,
RM-4-9,5,20,,29-03-2022 08:30:47,11,1,8:30:52,29-03-2022 08:30:52,,,,,,
RM-4-9,5,20,2,29-03-2022 08:31:07,11,1,8:31:12,29-03-2022 08:31:12,,,,,,
RM-4-9,10,20,,29-03-2022 08:32:07,14,1,8:32:14,29-03-2022 08:32:14,,,,,,
RM-4-9,10,20,2,29-03-2022 08:32:26,13,1,8:32:30,29-03-2022 08:32:30,,,,,,
RM-4-9,10,20,,29-03-2022 08:32:46,12,1,8:32:50,29-03-2022 08:32:50,,,,,,
RM-4-9,10,20,2,29-03-2022 08:34:27,12,1,8:34:30,29-03-2022 08:34:30,,,,,,
RM-4-9,10,20,,29-03-2022 08:34:46,11,1,8:34:51,29-03-2022 08:34:51,,,,,,
RM-4-9,10,20,2,29-03-2022 08:35:07,12,1,8:35:11,29-03-2022 08:35:11,,,,,,
RM-4-9,12,20,,29-03-2022 08:35:32,10,1,8:35:36,29-03-2022 08:35:36,,,,,,
RM-4-9,12,20,2,29-03-2022 08:35:52,10,1,8:35:56,29-03-2022 08:35:56,,,,,,
RM-4-9,12,20,,29-03-2022 08:36:08,10,1,8:36:12,29-03-2022 08:36:12,,,,,,
RM-4-9,12,20,2,29-03-2022 08:36:27,10,1,8:36:30,29-03-2022 08:36:30,,,,,,
RM-4-9,12,20,,29-03-2022 08:36:46,10,1,8:36:51,29-03-2022 08:36:51,,,,,,
RM-4-9,12,20,2,29-03-2022 08:37:07,10,1,8:37:10,29-03-2022 08:37:10,,,,,,
RM-4-9,15,20,,29-03-2022 08:37:37,10,1,8:37:41,29-03-2022 08:37:41,,,,,,
RM-4-9,15,20,2,29-03-2022 08:37:56,10,1,8:38:01,29-03-2022 08:38:01,,,,,,
RM-4-9,15,20,,29-03-2022 08:38:17,10,1,8:38:22,29-03-2022 08:38:22,,,,,,
RM-4-9,15,20,2,29-03-2022 08:38:38,10,1,8:38:41,29-03-2022 08:38:41,,,,,,
RM-4-9,15,20,,29-03-2022 08:38:57,10,1,8:39:01,29-03-2022 08:39:01,,,,,,
RM-4-9,15,20,2,29-03-2022 08:39:17,10,1,8:39:21,29-03-2022 08:39:21,,,,,,
RM-4-9,20,20,,29-03-2022 08:40:12,14,1,8:40:18,29-03-2022 08:40:18,,,,,,
RM-4-9,20,20,2,29-03-2022 08:40:37,14,1,8:40:43,29-03-2022 08:40:43,,,,,,
RM-4-9,20,20,,29-03-2022 08:41:07,14,1,8:41:13,29-03-2022 08:41:13,,,,,,
RM-4-9,20,20,2,29-03-2022 08:41:37,14,1,8:41:42,29-03-2022 08:41:42,,,,,,
RM-4-9,20,20,,29-03-2022 08:42:07,13,1,8:42:13,29-03-2022 08:42:13,,,,,,
RM-4-9,20,20,2,29-03-2022 08:42:37,13,1,8:42:42,29-03-2022 08:42:42,,,,,,
RM-4-6,3,20,2,29-03-2022 10:13:36,10,1,10:13:41,29-03-2022 10:13:41,,,,,,
RM-4-6,3,20,,29-03-2022 10:13:56,10,1,10:14:01,29-03-2022 10:14:01,,,,,,
RM-4-6,3,20,2,29-03-2022 10:14:16,10,1,10:14:21,29-03-2022 10:14:21,,,,,,
RM-4-6,3,20,,29-03-2022 10:14:36,10,1,10:14:42,29-03-2022 10:14:42,,,,,,
RM-4-6,3,20,2,29-03-2022 10:14:56,10,1,10:15:01,29-03-2022 10:15:01,,,,,,
RM-4-6,5,20,,29-03-2022 10:15:36,11,1,10:15:40,29-03-2022 10:15:40,10:15,29-03-2022 10:15:42,,,,
RM-4-6,5,20,2,29-03-2022 10:15:56,11,1,10:16:01,29-03-2022 10:16:01,10:16:03,29-03-2022 10:16:03,,,,
RM-4-6,5,20,,29-03-2022 10:16:16,11,1,10:16:20,29-03-2022 10:16:20,10:16:22,29-03-2022 10:16:22,,,,
RM-4-6,5,20,2,29-03-2022 10:16:36,11,1,10:16:41,29-03-2022 10:16:41,10:16:43,29-03-2022 10:16:43,,,,
RM-4-6,5,20,,29-03-2022 10:16:56,11,1,10:17:00,29-03-2022 10:17:00,10:17:02,29-03-2022 10:17:02,,,,
RM-4-6,10,20,2,29-03-2022 10:17:08,10,1,10:17:11,29-03-2022 10:17:11,10:17:13,29-03-2022 10:17:13,,,,
RM-4-6,5,20,2,29-03-2022 10:17:16,10,1,10:17:21,29-03-2022 10:17:21,10:17:23,29-03-2022 10:17:23,,,,
RM-4-6,10,20,,29-03-2022 10:17:46,11,1,10:17:51,29-03-2022 10:17:51,10:17:53,29-03-2022 10:17:53,,,,
RM-4-6,10,20,,29-03-2022 10:19:06,11,1,10:19:11,29-03-2022 10:19:11,10:19:13,29-03-2022 10:19:13,,,,
RM-4-6,10,20,2,29-03-2022 10:19:26,11,1,10:19:31,29-03-2022 10:19:31,10:19:34,29-03-2022 10:19:34,,,,
RM-4-6,12,20,2,29-03-2022 10:20:26,11,1,10:20:31,29-03-2022 10:20:31,,,,,,
RM-4-6,12,20,,29-03-2022 10:20:46,11,1,10:20:50,29-03-2022 10:20:50,10:20:52,29-03-2022 10:20:52,,,,
RM-4-6,12,20,2,29-03-2022 10:21:06,11,1,10:21:11,29-03-2022 10:21:11,10:21:14,29-03-2022 10:21:14,,,,
RM-4-6,12,20,,29-03-2022 10:21:26,11,1,10:21:31,29-03-2022 10:21:31,10:21:33,29-03-2022 10:21:33,,,,
RM-4-6,12,20,2,29-03-2022 10:21:46,10,1,10:21:51,29-03-2022 10:21:51,10:21:53,29-03-2022 10:21:53,,,,
RM-4-6,15,20,2,29-03-2022 10:22:36,12,1,10:22:42,29-03-2022 10:22:42,,,,,,
RM-4-6,20,20,,29-03-2022 10:24:56,12,1,10:25:02,29-03-2022 10:25:02,,,,,,
RM-4-6,20,20,2,29-03-2022 10:25:16,11,1,10:25:22,29-03-2022 10:25:22,,,,,,
